-AA-							
AOE	LTBY	Anadolu Airport	Eskisehir, Turkey	UTC+03:00			
AOG	ZYAS	Anshan Teng'ao Airport	Anshan, Liaoning, China	UTC+08:00			
AOH	KAOH	Lima Allen County Airport	Lima, Ohio, United States	UTC-05:00	Mar-Nov		
AOI	LIPY	Ancona Falconara Airport	Ancona, Marche, Italy	UTC+01:00	Mar-Oct		
AOJ	RJSA	Aomori Airport	Aomori, Honshu, Japan	UTC+09:00			
AOK	LGKP	Karpathos Island National Airport	Karpathos, Greece	UTC+02:00	Mar-Oct		
AOL	SARL	Paso de los Libres Airport	Paso de los Libres, Corrientes, Argentina	UTC-03:00			
AOM		Adam Airport	Adam, Oman	UTC+04:00			
AON		Arona Airport	Arona, Papua New Guinea	UTC+10:00			
AOO	KAOO	Altoona–Blair County Airport	Altoona, Pennsylvania, United States	UTC-05:00	Mar-Nov		
AOP		Alferez FAP Alfredo Vladimir Sara Bauer Airport	Andoas, Peru	UTC-05:00			
AOR	WMKA	Sultan Abdul Halim Airport	Alor Setar, Kedah, Malaysia	UTC+08:00			
AOS		Amook Bay Seaplane Base (FAA: AK81)	Amook Bay, Alaska, United States	UTC-09:00	Mar-Nov		
AOT	LIMW	Aosta Valley Airport	Aosta, Aosta Valley, Italy	UTC+01:00	Mar-Oct		
AOU	VLAP	Attapeu International Airport	Attapeu, Laos	UTC+07:00			
-AP-							
APA	KAPA	Centennial Airport	Denver, Colorado, United States	UTC-07:00	Mar-Nov		
APB	SLAP	Apolo Airport	Apolo, Bolivia	UTC-04:00			
APC	KAPC	Napa County Airport	Napa, California, United States	UTC-08:00	Mar-Nov		
APF	KAPF	Naples Municipal Airport	Naples, Florida, United States	UTC-05:00	Mar-Nov		
APG	KAPG	Phillips Army Airfield	Aberdeen Proving Ground, Maryland, United States	UTC-05:00	Mar-Nov		
APH	KAPH	A.P. Hill Army Airfield	Fort A.P. Hill, Virginia, United States	UTC-05:00	Mar-Nov		
API	SKAP	Captain Luis F. Gomez Nino Air Base	Apiay, Colombia	UTC-05:00			
APK	NTGD	Apataki Airport	Apataki, Tuamotus, French Polynesia	UTC-10:00			
APL	FQNP	Nampula Airport	Nampula, Mozambique	UTC+02:00			
APN	KAPN	Alpena County Regional Airport	Alpena, Michigan, United States	UTC-05:00	Mar-Nov		
APO	SKLC	Antonio Roldan Betancourt Airport	Apartado, Colombia	UTC-05:00			
APP		Asapa Airport	Asapa, Papua New Guinea	UTC+10:00			
APQ	SNAL	Arapiraca Airport	Arapiraca, Alagoas, Brazil	UTC-03:00			
APR	AYPE	April River Airport	April River, Papua New Guinea	UTC+10:00			
APS	SWNS	Anapolis Airport	Anapolis, Goias, Brazil	UTC-03:00	Oct-Feb		
APT	KAPT	Marion County Airport (Brown Field)	Jasper, Tennessee, United States	UTC-06:00	Mar-Nov		
APU	SSAP	Apucarana Airport	Apucarana, Parana, Brazil	UTC-03:00	Oct-Feb		
APV	KAPV	Apple Valley Airport	Apple Valley, California, United States	UTC-08:00	Mar-Nov		
APW	NSFA	Faleolo International Airport	Apia, Upolu Island, Samoa	UTC+13:00	Sep-Apr		
APX	SSOG	Arapongas Airport	Arapongas, Parana, Brazil	UTC-03:00	Oct-Feb		
APY	SNAI	Alto Parnaiba Airport	Alto Parnaiba, Maranhao, Brazil	UTC-03:00			
APZ	SAHZ	Zapala Airport	Zapala, Neuquen, Argentina	UTC-03:00			
-AQ-							
AQA	SBAQ	Araraquara Airport	Araraquara, Sao Paulo, Brazil	UTC-03:00	Oct-Feb		
AQB	MGQC	Quiche Airport	Quiche, Guatemala	UTC-06:00			
AQG	ZSAQ	Anqing Tianzhushan Airport	Anqing, Anhui, China	UTC+08:00			
AQI	OEPA	Al Qaisumah/Hafr Al Batin Airport	Qaisumah / Hafar Al-Batin, Saudi Arabia	UTC+03:00			
AQJ	OJAQ	King Hussein International Airport	Aqaba, Jordan	UTC+02:00	Mar-Oct		
AQM		Ariquemes Airport	Ariquemes, Rondonia, Brazil	UTC-04:00			
AQP	SPQU	Rodriguez Ballon International Airport	Arequipa, Peru	UTC-05:00			
AQS		Saqani Airport	Saqani, Fiji	UTC+12:00	Nov-Jan		
AQY		Girdwood Airport	Girdwood, Alaska, United States	UTC-09:00	Mar-Nov		
-AR-							
ARA	KARA	Acadiana Regional Airport	New Iberia, Louisiana, United States	UTC-06:00	Mar-Nov		
ARB	KARB	Ann Arbor Municipal Airport	Ann Arbor, Michigan, United States	UTC-05:00	Mar-Nov		
ARC	PARC	Arctic Village Airport	Arctic Village, Alaska, United States	UTC-09:00	Mar-Nov		
ARD	WATM	Alor Island Airport	Alor Island, Indonesia	UTC+08:00			
ARE	TJAB	Antonio (Nery) Juarbe Pol Airport (FAA: ABO)	Arecibo, Puerto Rico, United States	UTC-04:00			
ARF		Acaricuara Airport	Acaricuara, Colombia	UTC-05:00			
ARG	KARG	Walnut Ridge Regional Airport	Walnut Ridge, Arkansas, United States	UTC-06:00	Mar-Nov		
ARH	ULAA	Talagi Airport	Arkhangelsk, Arkhangelsk Oblast, Russia	UTC+03:00			
ARI	SCAR	Chacalluta International Airport	Arica, Chile	UTC-04:00	Aug-May		
ARJ	WAJA	Arso Airport	Arso, Indonesia	UTC+09:00			
ARK	HTAR	Arusha Airport	Arusha, Tanzania	UTC+03:00			
ARL	DFER	Arly Airport	Arly, Burkina Faso	UTC+00:00			
ARM	YARM	Armidale Airport	Armidale, New South Wales, Australia	UTC+10:00	Oct-Apr		
ARN	ESSA	Stockholm Arlanda Airport	Stockholm, Sweden	UTC+01:00	Mar-Oct		
ARO		Arboletes Airport	Arboletes, Colombia	UTC-05:00			
ARP		Aragip Airport	Aragip, Papua New Guinea	UTC+10:00			
ARQ	SKAT	El Troncal Airport	Arauquita, Colombia	UTC-05:00			
ARR	SAVR	Alto Rio Senguer Airport	Alto Rio Senguer, Chubut, Argentina	UTC-03:00			
ARS	SWEC	Aragarcas Airport	Aragarcas, Goias, Brazil	UTC-03:00	Oct-Feb		
ART	KART	Watertown International Airport	Watertown, New York, United States	UTC-05:00	Mar-Nov		
ARU	SBAU	Aracatuba Airport	Aracatuba, Sao Paulo, Brazil	UTC-03:00	Oct-Feb		
ARV	KARV	Lakeland Airport (Noble F. Lee Memorial Field)	Minocqua / Woodruff, Wisconsin, United States	UTC-06:00	Mar-Nov		
ARW	LRAR	Arad International Airport	Arad, Romania	UTC+02:00	Mar-Oct		
ARY	YARA	Ararat Airport	Ararat, Victoria, Australia	UTC+10:00	Oct-Apr		
ARZ	FNZE	N'zeto Airport	N'zeto, Angola	UTC+01:00			
-AS-							
ASA	HHSB	Assab International Airport	Assab, Eritrea	UTC+03:00			
ASB	UTAA	Ashgabat International Airport	Ashgabat, Turkmenistan	UTC+05:00			
ASC	SLAS	Ascencion de Guarayos Airport	Ascencion de Guarayos, Bolivia	UTC-04:00			
ASD	MYAF	Andros Town International Airport	Andros Town, Andros Island, Bahamas	UTC-05:00	Mar-Nov		
ASE	KASE	Aspen–Pitkin County Airport (Sardy Field)	Aspen, Colorado, United States	UTC-07:00	Mar-Nov		
ASF	URWA	Narimanovo Airport	Astrakhan, Astrakhan Oblast, Russia	UTC+04:00			
ASG	NZAS	Ashburton Aerodrome	Ashburton, New Zealand	UTC+12:00	Sep-Apr		
ASH	KASH	Nashua Airport (Boire Field)	Nashua, New Hampshire, United States	UTC-05:00	Mar-Nov		
ASI	FHAW	RAF Ascension Island (Wideawake Field)	Ascension Island, British Overseas Territory				
of Saint Helena, Ascension and Tristan da Cunha	UTC+00:00						
ASJ	RJKA	Amami Airport	Amami, Satsunan Islands, Japan	UTC+09:00			
ASK	DIYO	Yamoussoukro Airport	Yamoussoukro, Cote d'Ivoire	UTC+00:00			
ASL	KASL	Harrison County Airport	Marshall, Texas, United States	UTC-06:00	Mar-Nov		
ASM	HHAS	Asmara International Airport	Asmara, Eritrea	UTC+03:00			
ASN	KASN	Talladega Municipal Airport	Talladega, Alabama, United States	UTC-06:00	Mar-Nov		
ASO	HASO	Asosa Airport	Asosa, Ethiopia	UTC+03:00			
ASP	YBAS	Alice Springs Airport	Alice Springs, Northern Territory, Australia	UTC+09:30			
ASQ		Austin Airport (FAA: 9U3)	Austin, Nevada, United States	UTC-08:00	Mar-Nov		
ASR	LTAU	Erkilet International Airport	Kayseri, Turkey	UTC+03:00			
AST	KAST	Astoria Regional Airport	Astoria, Oregon, United States	UTC-08:00	Mar-Nov		
ASU	SGAS	Silvio Pettirossi International Airport	Asuncion, Paraguay	UTC-04:00	Oct-Mar		
ASV	HKAM	Amboseli Airport	Amboseli, Kenya	UTC+03:00			
ASW	HESN	Aswan International Airport	Aswan, Egypt	UTC+02:00			
ASX	KASX	John F. Kennedy Memorial Airport	Ashland, Wisconsin, United States	UTC-06:00	Mar-Nov		
ASY	KASY	Ashley Municipal Airport	Ashley, North Dakota, United States	UTC-06:00	Mar-Nov		
ASZ		Asirim Airport	Asirim, Papua New Guinea	UTC+10:00			
-AT-							
ATA	SPHZ	Comandante FAP German Arias Graziani Airport	Huaraz, Peru	UTC-05:00			
ATB	HSAT	Atbara Airport	Atbara, Sudan	UTC+03:00			
ATC	MYCA	Arthur's Town Airport	Arthur's Town, Cat Island, Bahamas	UTC-05:00	Mar-Nov		
ATD	AGAT	Uru Harbour Airport	Atoifi, Malaita, Solomon Islands	UTC+11:00			
ATE		Antlers Municipal Airport (FAA: 80F)	Antlers, Oklahoma, United States	UTC-06:00	Mar-Nov		
ATF	SEAM	Chachoan Airport	Ambato, Ecuador	UTC-05:00			
ATG		PAF Base Minhas	Attock, Pakistan	UTC+05:00			
ATH	LGAV	Athens International Airport (Eleftherios Venizelos Airport)	Athens, Greece	UTC+02:00	Mar-Oct		
ATI	SUAG	Artigas International Airport	Artigas, Uruguay	UTC-03:00			
ATJ	FMME	Antsirabe Airport	Antsirabe, Madagascar	UTC+03:00			
ATK	PATQ	Atqasuk Edward Burnell Sr. Memorial Airport	Atqasuk, Alaska, United States	UTC-09:00	Mar-Nov		
ATL	KATL	Hartsfield–Jackson Atlanta International Airport	Atlanta, Georgia, United States	UTC-05:00	Mar-Nov		
ATM	SBHT	Altamira Airport	Altamira, Para, Brazil	UTC-03:00			
ATN	AYNX	Namatanai Airport	Namatanai, Papua New Guinea	UTC+10:00			
ATO	KUNI	Ohio University Airport (Snyder Field) (FAA: UNI)	Athens / Albany, Ohio, United States	UTC-05:00	Mar-Nov		
ATP	AYAI	Aitape Airstrip	Aitape, Papua New Guinea	UTC+10:00			
ATQ	VIAR	Sri Guru Ram Dass Jee International Airport	Amritsar, Punjab, India	UTC+05:30			
ATR	GQPA	Atar International Airport	Atar, Mauritania	UTC+00:00			
ATS	KATS	Artesia Municipal Airport	Artesia, New Mexico, United States	UTC-07:00	Mar-Nov		
ATT		Atmautluak Airport (FAA: 4A2)	Atmautluak, Alaska, United States	UTC-09:00	Mar-Nov		
ATU	PAAT	Casco Cove Coast Guard Station	Attu Island, Alaska, United States	UTC-10:00	Mar-Nov		
ATV	FTTI	Ati Airport	Ati, Chad	UTC+01:00			
ATW	KATW	Appleton International Airport	Appleton, Wisconsin, United States	UTC-06:00	Mar-Nov		
ATX		Atbasar Airport	Atbasar, Kazakhstan	UTC+06:00			
ATY	KATY	Watertown Regional Airport	Watertown, South Dakota, United States	UTC-06:00	Mar-Nov		
ATZ	HEAT	Assiut Airport	Assiut, Egypt	UTC+02:00			
-AU-							
AUA	TNCA	Queen Beatrix International Airport	Aruba, Kingdom of the Netherlands	UTC-04:00			
AUC	SKUC	Santiago Perez Quiroz Airport	Arauca, Colombia	UTC-05:00			
AUD	YAGD	Augustus Downs Airport	Augustus Downs Station, Queensland, Australia	UTC+10:00			
AUE		Abu Rudeis Airport	Abou Redis, Egypt	UTC+02:00			
AUF	LFLA	Auxerre – Branches Aerodrome	Auxerre, Burgundy, France	UTC+01:00	Mar-Oct		
AUG	KAUG	Augusta State Airport	Augusta, Maine, United States	UTC-05:00	Mar-Nov		
AUH	OMAA	Abu Dhabi International Airport	Abu Dhabi, United Arab Emirates	UTC+04:00			
AUI	AYND	Aua Island Airport	Aua Island, Papua New Guinea	UTC+10:00			
AUJ	AYAT	Ambunti Airport	Ambunti, Papua New Guinea	UTC+10:00			
AUK		Alakanuk Airport	Alakanuk, Alaska, United States	UTC-09:00	Mar-Nov		
AUL		Aur Airport	Aur Atoll, Marshall Islands	UTC+12:00			
AUM	KAUM	Austin Municipal Airport	Austin, Minnesota, United States	UTC-06:00	Mar-Nov		
AUN	KAUN	Auburn Municipal Airport	Auburn, California, United States	UTC-08:00	Mar-Nov		
AUO	KAUO	Auburn University Regional Airport	Auburn, Alabama, United States	UTC-06:00	Mar-Nov		
AUP	AYAG	Agaun Airport	Agaun, Papua New Guinea	UTC+10:00			
AUQ	NTMN	Atuona Airport	Atuona, Marquesas Islands, French Polynesia	UTC-09:30			
AUR	LFLW	Aurillac – Tronquières Airport	Aurillac, Auvergne, France	UTC+01:00	Mar-Oct		
AUS	KAUS	Austin–Bergstrom International Airport	Austin, Texas, United States	UTC-06:00	Mar-Nov		
AUT	WPAT	Atauro Airport	Atauro Island, East Timor	UTC+09:00			
AUU	YAUR	Aurukun Airport	Aurukun, Queensland, Australia	UTC+10:00			
AUV	AYUM	Aumo Airport	Aumo, Papua New Guinea	UTC+10:00			
AUW	KAUW	Wausau Downtown Airport	Wausau, Wisconsin, United States	UTC-06:00	Mar-Nov		
AUX	SWGN	Araguaina Airport	Araguaina, Tocantins, Brazil	UTC-03:00			
AUY	NVVA	Anatom Airport	Anatom Island, Tafea, Vanuatu	UTC+11:00			
AUZ	KARR	Aurora Municipal Airport (FAA: ARR)	Aurora, Illinois, United States	UTC-06:00	Mar-Nov		
-AV-							
AVA	ZUAS	Anshun Huangguoshu Airport	Anshun, Guizhou, China	UTC+08:00			
AVB	LIPA	Aviano Air Base	Aviano, Pordenone, Italy	UTC+01:00	Mar-Oct		
AVG	YAUV	Auvergne Airport	Auvergne Station, Northern Territory, Australia	UTC+09:30			
AVI	MUCA	Maximo Gomez Airport	Ciego de avila, Cuba	UTC-05:00	Mar-Nov		
AVK	ZMAH	Arvaikheer Airport	Arvaikheer, Mongolia	UTC+08:00			
AVL	KAVL	Asheville Regional Airport	Asheville, North Carolina, United States	UTC-05:00	Mar-Nov		
AVN	LFMV	Avignon – Provence Airport	Avignon, Provence-Alpes-Cote d'Azur, France	UTC+01:00	Mar-Oct		
AVO	KAVO	Avon Park Executive Airport	Avon Park, Florida, United States	UTC-05:00	Mar-Nov		
AVP	KAVP	Wilkes-Barre/Scranton International Airport	Wilkes-Barre / Scranton, Pennsylvania, United States	UTC-05:00	Mar-Nov		
AVU	AGGJ	Avu Avu Airport	Avu Avu, Guadalcanal, Solomon Islands	UTC+11:00			
AVV	YMAV	Avalon Airport	Avalon, Victoria, Australia	UTC+10:00	Oct-Apr		
AVW	KAVQ	Marana Regional Airport (FAA: AVQ)	Tucson, Arizona, United States	UTC-07:00			
AVX	KAVX	Catalina Airport	Avalon, California, United States	UTC-08:00	Mar-Nov		
-AW-							
AWA	HALA	Awasa Airport	Awasa, Ethiopia	UTC+03:00			
AWB	AYAW	Awaba Airport	Awaba, Papua New Guinea	UTC+10:00			
AWD	NVVB	Aniwa Airport	Aniwa Island, Tafea, Vanuatu	UTC+11:00			
AWE		Alowe Airport	Alowe, Gabon	UTC+01:00			
AWK	PWAK	Wake Island Airfield	Wake Island, United States Minor Outlying Islands	UTC+12:00			
AWM	KAWM	West Memphis Municipal Airport	West Memphis, Arkansas, United States	UTC-06:00	Mar-Nov		
AWN		Alton Downs Airport	Alton Downs, South Australia, Australia	UTC+09:30	Oct-Apr		
AWP		Austral Downs Airport	Austral Downs, Northern Territory, Australia	UTC+09:30			
AWR		Awar Airport	Awar, Papua New Guinea	UTC+10:00			
AWZ	OIAW	Ahvaz International Airport	Ahvaz, Iran	UTC+03:30	Mar-Sep		
-AX-							
AXA	TQPF	Clayton J. Lloyd International Airport	The Valley, British Overseas Territory of Anguilla	UTC-04:00			
AXB		Maxson Airfield (FAA: 89N)	Alexandria Bay, New York, United States	UTC-05:00	Mar-Nov		
AXC	YAMC	Aramac Airport	Aramac, Queensland, Australia	UTC+10:00			
AXD	LGAL	Alexandroupoli Airport (Dimokritos Airport)	Alexandroupoli, Greece	UTC+02:00	Mar-Oct		
AXE		Xanxere Airport	Xanxere, Santa Catarina, Brazil	UTC-03:00	Oct-Feb		
AXF		Alxa Left Banner Bayanhot Airport	Alxa Left Banner, Inner Mongolia, China	UTC+08:00			
AXG	KAXA	Algona Municipal Airport (FAA: AXA)	Algona, Iowa, United States	UTC-06:00	Mar-Nov		
AXJ	RJDA	Amakusa Airfield	Amakusa, Amakusa Islands, Japan	UTC+09:00			
AXK	OYAT	Ataq Airport	Ataq, Yemen	UTC+03:00			
AXL		Alexandria Airport	Alexandria Station, Northern Territory, Australia	UTC+09:30			
AXM	SKAR	El Eden International Airport	Armenia, Colombia	UTC-05:00			
AXN	KAXN	Alexandria Municipal Airport (Chandler Field)	Alexandria, Minnesota, United States	UTC-06:00	Mar-Nov		
AXP	MYAP	Spring Point Airport	Spring Point, Acklins Island, Bahamas	UTC-05:00	Mar-Nov		
AXR	NTGU	Arutua Airport	Arutua, Tuamotus, French Polynesia	UTC-10:00			
AXS	KAXS	Altus/Quartz Mountain Regional Airport	Altus, Oklahoma, United States	UTC-06:00	Mar-Nov		
AXT	RJSK	Akita Airport	Akita, Honshu, Japan	UTC+09:00			
AXU	HAAX	Axum Airport	Axum, Ethiopia	UTC+03:00			
AXV	KAXV	Neil Armstrong Airport	Wapakoneta, Ohio, United States	UTC-05:00	Mar-Nov		
AXX	KAXX	Angel Fire Airport	Angel Fire, New Mexico, United States	UTC-07:00	Mar-Nov		
-AY-							
AYA		Ayapel Airport	Ayapel, Colombia	UTC-05:00			
AYC		Ayacucho Airport	Ayacucho, Colombia	UTC-05:00			
AYD		Alroy Downs Airport	Alroy Downs, Northern Territory, Australia	UTC+09:30			
AYG	SKYA	Yaguara Airport	Yaguara, Colombia	UTC-05:00			
AYI		Yari Airport	Yari, Colombia	UTC-05:00			
AYK	UAUR	Arkalyk Airport	Arkalyk, Kazakhstan	UTC+06:00			
AYL		Anthony Lagoon Airport	Anthony Lagoon, Northern Territory, Australia	UTC+09:30			
AYM		Yas Island Seaplane Base	Yas Island, Abu Dhabi, United Arab Emirates	UTC+04:00			
AYN	ZHAY	Anyang Airport	Anyang, Henan, China	UTC+08:00			
AYO	SGAY	Juan de Ayolas Airport	Ayolas, Paraguay	UTC-04:00	Oct-Mar		
AYP	SPHO	Coronel FAP Alfredo Mendivil Duarte Airport	Ayacucho, Peru	UTC-05:00			
AYQ	YAYE	Ayers Rock Airport	Yulara, Northern Territory, Australia	UTC+09:30			
AYR	YAYR	Ayr Airport	Ayr, Queensland, Australia	UTC+10:00			
AYS	KAYS	Waycross–Ware County Airport	Waycross, Georgia, United States	UTC-05:00	Mar-Nov		
AYT	LTAI	Antalya Airport	Antalya, Turkey	UTC+03:00			
AYU	AYAY	Aiyura Airport	Aiyura, Papua New Guinea	UTC+10:00			
AYW		Ayawasi Airport	Ayawasi, Indonesia	UTC+09:00			
AYY		Arugam Bay Seaplane Base	Pottuvil, Sri Lanka	UTC+05:30			
-AZ-							
AZA	KIWA	Phoenix–Mesa Gateway Airport (FAA: IWA)	Phoenix, Arizona, United States	UTC-07:00			
AZB		Amazon Bay Airport	Amazon Bay, Papua New Guinea	UTC+10:00			
AZD	OIYY	Shahid Sadooghi Airport	Yazd, Iran	UTC+03:30	Mar-Sep		
AZG		Pablo L. Sidar Airport	Apatzingan, Michoacan, Mexico	UTC-06:00	Apr-Oct		
AZI	OMAD	Al Bateen Executive Airport	Abu Dhabi, United Arab Emirates	UTC+04:00			
AZL	SWTU	Fazenda Tucunare Airport	Sapezal, Mato Grosso, Brazil	UTC-04:00	Oct-Feb		
AZN	UTKA	Andizhan Airport	Andizhan, Uzbekistan	UTC+05:00			
AZO	KAZO	Kalamazoo/Battle Creek International Airport	Kalamazoo, Michigan, United States	UTC-05:00	Mar-Nov		
AZP	MMJC	Jorge Jimenez Cantu National Airport	Ciudad Lopez Mateos, State of Mexico, Mexico	UTC-06:00	Apr-Oct		
AZR	DAUA	Touat-Cheikh Sidi Mohamed Belkebir Airport	Adrar, Algeria	UTC+01:00			
AZS	MDCY	Samana El Catey International Airport	El Catey, Dominican Republic	UTC-04:00			
AZT		Zapatoca Airport	Zapatoca, Colombia	UTC-05:00			
AZZ	FNAM	Ambriz Airport	Ambriz, Angola	UTC+01:00			
HAA	ENHK	Hasvik Airport	Hasvik, Norway	UTC+01:00	Mar-Oct		
HAB	KHAB	Marion County – Rankin Fite Airport	Hamilton, Alabama, United States	UTC-06:00	Mar-Nov		
HAC	RJTH	Hachijojima Airport	Hachijo-jima (Hachijojima), Izu Islands, Japan	UTC+09:00			
HAD	ESMT	Halmstad Airport (Halmstad City Airport)	Halmstad, Sweden	UTC+01:00	Mar-Oct		
HAF	KHAF	Half Moon Bay Airport	Half Moon Bay, California, United States	UTC-08:00	Mar-Nov		
HAH	FMCH	Prince Said Ibrahim International Airport	Moroni, Comoros	UTC+03:00			
HAI	KHAI	Three Rivers Municipal Airport (Dr. Haines Flying Field)	Three Rivers, Michigan, United States	UTC-05:00	Mar-Nov		
HAJ	EDDV	Hannover Airport	Hanover, Lower Saxony, Germany	UTC+01:00	Mar-Oct		
HAK	ZJHK	Haikou Meilan International Airport	Haikou, Hainan, China	UTC+08:00			
HAL	FYHI	Halali Airport	Halali, Namibia	UTC+01:00	Sep-Apr		
HAM	EDDH	Hamburg Airport	Hamburg, Germany	UTC+01:00	Mar-Oct		
HAN	VVNB	Noi Bai International Airport	Hanoi, Vietnam	UTC+07:00			
HAO	KHAO	Butler County Regional Airport	Hamilton, Ohio, United States	UTC-05:00	Mar-Nov		
HAQ	VRMH	Hanimaadhoo International Airport	Hanimaadhoo, Haa Dhaalu Atoll, Maldives	UTC+05:00			
HAR	KCXY	Capital City Airport (FAA: CXY)	Harrisburg, Pennsylvania, United States	UTC-05:00	Mar-Nov		
HAS	OEHL	Ha'il Regional Airport	Ha'il (Hail), Saudi Arabia	UTC+03:00			
HAT	YHTL	Heathlands Airport	Heathlands, Queensland, Australia	UTC+10:00			
HAU	ENHD	Haugesund Airport, Karmoy	Haugesund, Norway	UTC+01:00	Mar-Oct		
HAV	MUHA	Jose Marti International Airport	Havana, Cuba	UTC-05:00	Mar-Nov		
HAW	EGFE	Haverfordwest Aerodrome	Haverfordwest, Wales, United Kingdom	UTC±00:00	Mar-Oct		
HAZ		Hatzfeldthaven Airport	Hatzfeldthaven, Papua New Guinea	UTC+10:00			
-HB-							
HBA	YMHB	Hobart International Airport	Hobart, Tasmania, Australia	UTC+10:00	Oct-Apr		
HBB		Hobbs Industrial Airpark	Hobbs, New Mexico, United States	UTC-07:00	Mar-Nov		
HBD		Habi Airport	Habi, Papua New Guinea	UTC+10:00			
HBE	HEBA	Borg El Arab Airport	Alexandria / Borg El Arab, Egypt	UTC+02:00			
HBG	KHBG	Hattiesburg Bobby L. Chain Municipal Airport	Hattiesburg, Mississippi, United States	UTC-06:00	Mar-Nov		
HBH		Entrance Island Seaplane Base (Hobart Bay) (FAA: 2Z1)	Entrance Island, Alaska, United States	UTC-09:00	Mar-Nov		
HBK		Holbrook Municipal Airport (FAA: P14)	Holbrook, Arizona, United States	UTC-07:00			
HBR	KHBR	Hobart Regional Airport	Hobart, Oklahoma, United States	UTC-06:00	Mar-Nov		
HBT		Hambantota Sea Plane Base	Hambantota, Sri Lanka	UTC+05:30			
HBU	ZMBS	Bulgan Airport, Khovd	Bulgan (Khovd Province), Mongolia	UTC+07:00			
HBX	VAHB	Hubli Airport	Hubli / Dharwad, Karnataka, India	UTC+05:30			
-HC-							
HCA	KBPG	Big Spring McMahon–Wrinkle Airport (FAA: BPG)	Big Spring, Texas, United States	UTC-06:00	Mar-Nov		
HCC		Columbia County Airport (FAA: 1B1)	Hudson, New York, United States	UTC-05:00	Mar-Nov		
HCJ	ZGHC	Hechi Jinchengjiang Airport	Hechi, Guangxi, China	UTC+08:00			
HCM	HCME	Eyl Airport	Eyl, Somalia	UTC+03:00			
HCN	RCKW	Hengchun Airport	Hengchun, Taiwan	UTC+08:00			
HCQ	YHLC	Halls Creek Airport	Halls Creek, Western Australia, Australia	UTC+08:00			
HCR	PAHC	Holy Cross Airport (FAA: HCA)	Holy Cross, Alaska, United States	UTC-09:00	Mar-Nov		
HCW	KCQW	Cheraw Municipal Airport (Lynch Bellinger Field, FAA: CQW)	Cheraw, South Carolina, United States	UTC-05:00	Mar-Nov		
-HD-							
HDB	EDIU	Heidelberg Airport	Heidelberg, Baden-Württemberg, Germany	UTC+01:00	Mar-Oct		
HDD	OPKD	Hyderabad Airport	Hyderabad, Pakistan	UTC+05:00			
HDE	KHDE	Brewster Field	Holdrege, Nebraska, United States	UTC-06:00	Mar-Nov		
HDF	EDAH	Heringsdorf Airport	Heringsdorf, Mecklenburg-Vorpommern, Germany	UTC+01:00	Mar-Oct		
HDG	ZBHD	Handan Airport	Handan, Hebei, China	UTC+08:00			
HDH	PHDH	Dillingham Airfield	Mokuleia, Hawaii, United States	UTC-10:00			
HDM	OIHH	Hamadan Airport	Hamadan, Iran	UTC+03:30	Mar-Sep		
HDN	KHDN	Yampa Valley Airport	Hayden, Colorado, United States	UTC-07:00	Mar-Nov		
HDR	OIKP	Havadarya Airport	Bandar Abbas, Iran	UTC+03:30	Mar-Sep		
HDS	FAHS	Air Force Base Hoedspruit	Hoedspruit, South Africa	UTC+02:00			
HDY	VTSS	Hat Yai International Airport	Hat Yai, Thailand	UTC+07:00			
-HE-							
HEA	OAHR	Herat International Airport	Herat, Afghanistan	UTC+04:30			
HEB	VBHD	Hinthada Airport	Hinthada, Myanmar	UTC+06:30			
HED		Herendeen Bay Airport (FAA: AK33)	Herendeen Bay, Alaska, United States	UTC-09:00	Mar-Nov		
HEE	KHEE	Thompson–Robbins Airport	Helena-West Helena, Arkansas, United States	UTC-06:00	Mar-Nov		
HEH	VYHH	Heho Airport	Heho, Myanmar	UTC+06:30			
HEI	EDXB	Heide–Büsum Airport	Heide / Büsum, Schleswig-Holstein, Germany	UTC+01:00	Mar-Oct		
HEK	ZYHE	Heihe Airport	Heihe, Heilongjiang, China	UTC+08:00			
HEL	EFHK	Helsinki Airport (Helsinki-Vantaa Airport)	Helsinki, Finland	UTC+02:00	Mar-Oct		
HEM	EFHF	Helsinki-Malmi Airport	Helsinki, Finland	UTC+02:00	Mar-Oct		
HEO		Haelogo Airport	Haelogo, Papua New Guinea	UTC+10:00			
HER	LGIR	Heraklion International Airport (Nikos Kazantzakis Airport)	Heraklion, Greece	UTC+02:00	Mar-Oct		
HES	KHRI	Hermiston Municipal Airport (FAA: HRI)	Hermiston, Oregon, United States	UTC-08:00	Mar-Nov		
HET	ZBHH	Hohhot Baita International Airport	Hohhot, Inner Mongolia, China	UTC+08:00			
HEZ	KHEZ	Natchez–Adams County Airport (Hardy–Anders Field)	Natchez, Mississippi, United States	UTC-06:00	Mar-Nov		
-HF-							
HFA	LLHA	Haifa Airport (Uri Michaeli Airport)	Haifa, Israel	UTC+02:00	Mar-Oct		
HFD	KHFD	Hartford–Brainard Airport	Hartford, Connecticut, United States	UTC-05:00	Mar-Nov		
HFE	ZSOF	Hefei Xinqiao International Airport (formerly Hefei Luogang International Airport)	Hefei, Anhui, China	UTC+08:00			
HFF	KHFF	Mackall Army Airfield	Hoffman, North Carolina, United States	UTC-05:00	Mar-Nov		
HFN	BIHN	Hornafjörður Airport	Höfn, Iceland	UTC±00:00			
