vehicle	group	manufacturer	model	division	powertrain	status	thumbnail	date
1816	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1817	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1818	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1819	1700-1829	Orion	2009 VII HEV	N/A	ISB-BAE	Retired - 2018		9 July 2018
1820	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1821	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Retired		1 October 2018
1822	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Retired		1 January 2019
1823	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1824	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active	https://cdn.discordapp.com/attachments/385830976879722499/466630501545803776/IMG_1736.JPG	11 July 2018
1825	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1826	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Retired		7 November 2018
1827	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1828	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
1829	1700-1829	Orion	2009 VII HEV	Malvern	ISB-BAE	Active		9 July 2018
2766	2700-2898	CC&F	1922 Peter Witt	Hillcrest	Overhead Wire	Inactive	https://cptdb.ca/wiki/images/f/f5/Toronto_Transit_Commission_2766-a.jpg	9 July 2018
3000	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://cdn.discordapp.com/attachments/385830976879722499/466605321003991040/IMG_6348.JPG	24 September 2018
3001	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://cdn.discordapp.com/attachments/385830976879722499/466603475703300116/IMG_0447.JPG	24 September 2018
3002	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3003	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://images-ext-1.discordapp.net/external/	1 August 2018
3004	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://media.discordapp.net/attachments/385830976879722499/466433802999431178/IMG_20180708_203131_576.jpg?width=500&height=300	24 September 2018
3005	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://cdn.discordapp.com/attachments/385830976879722499/466677568951681024/IMG_0141.JPG	24 September 2018
3006	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3007	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3008	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3009	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3010	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3011	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3012	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://media.discordapp.net/attachments/385830976879722499/466671155504218112/IMG_5763.JPG?width=779&height=520	24 September 2018
3013	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3014	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3015	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active	https://media.discordapp.net/attachments/385830976879722499/466461487876014080/IMG_5099.JPG?width=500&height=300	24 September 2018
3016	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3017	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3018	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3019	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3020	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3021	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3022	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3023	3000-3027	ICTS	1982 Mark I	McCowan	3 phase linear	Active		24 September 2018
3024	3000-3027	ICTS	1986 Mark I	McCowan	3 phase linear	Active		24 September 2018
3025	3000-3027	ICTS	1986 Mark I	McCowan	3 phase linear	Active		24 September 2018
3026	3000-3027	ICTS	1986 Mark I	McCowan	3 phase linear	Active		24 September 2018
3027	3000-3027	ICTS	1986 Mark I	McCowan	3 phase linear	Active		24 September 2018
3100	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 January 2019
3101	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 October 2018
3102	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3103	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 July 2018
3104	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		4 August 2018
3105	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R	Active		20 January 2019
3106	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		31 December 2018
3107	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3108	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 November 2018
3109	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3110	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3111	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3112	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 September 2018
3113	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3114	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 October 2018
3115	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 September 2018
3116	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 September 2018
3117	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3118	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		13 November 2018
3119	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3120	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 September 2018
3121	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		19 January 2019
3122	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3123	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3124	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 December 2018
3125	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3126	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3127	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R	Active	https://media.discordapp.net/attachments/385830976879722499/468955498314465280/IMG_6679v2.jpg?width=744&height=520	17 July 2018
3128	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3129	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		7 December 2018
3130	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3131	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3132	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3133	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3134	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 September 2018
3135	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 October 2018
3136	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3137	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3138	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 October 2018
3139	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 September 2018
3140	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/468960844588384257/0166e46d92afad430b4e44559476b80a.png	27 July 2018
3141	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3142	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3143	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3144	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3145	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3146	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3147	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 October 2018
3148	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		19 January 2019
3149	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 October 2018
3150	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		6 October 2018
3151	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3152	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3153	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 September 2018
3154	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/468956532697071637/IMG_6696v2.jpg?width=779&height=520	27 July 2018
3155	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3156	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3157	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		31 July 2018
3158	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3159	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		31 July 2018
3160	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		13 November 2018
3161	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3162	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 September 2018
3163	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		8 November 2018
3164	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		29 September 2018
3165	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3166	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3167	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 September 2018
3168	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3169	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3170	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3171	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 October 2018
3172	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		18 October 2018
3173	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		18 October 2018
3174	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		18 October 2018
3175	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3176	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3177	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		8 November 2018
3178	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3179	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3180	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3181	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3182	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		19 January 2019
3183	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3184	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 August 2018
3185	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3186	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3187	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3188	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3189	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3190	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3191	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3192	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 December 2018
3193	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3194	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3195	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		29 August 2018
3196	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		27 July 2018
3197	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3198	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		25 August 2018
3199	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3200	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 August 2018
3201	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 August 2018
3202	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		29 August 2018
3203	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 August 2018
3204	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/468961122372812802/IMG_6697.JPG?width=779&height=520	26 September 2018
3205	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 August 2018
3206	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 August 2018
3207	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		31 July 2018
3208	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 August 2018
3209	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3210	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active	https://media.discordapp.net/attachments/385830976879722499/468960602979827732/IMG_6682.JPG?width=779&height=520	27 August 2018
3211	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3212	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3213	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 August 2018
3214	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3215	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		11 August 2018
3216	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		11 August 2018
3217	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3218	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		13 August 2018
3219	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3220	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		15 August 2018
3221	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		15 August 2018
3222	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3223	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		15 August 2018
3224	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 September 2018
3225	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 August 2018
3226	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 August 2018
3227	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 August 2018
3228	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3229	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3230	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		5 October 2018
3231	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3232	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3233	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3234	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3235	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3236	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3237	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3238	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3239	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		19 January 2019
3240	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 September 2018
3241	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3242	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 November 2018
3243	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 September 2018
3244	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3245	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 October 2018
3246	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3247	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3248	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 August 2018
3249	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 July 2018
3250	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 September 2018
3251	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3252	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 September 2018
3253	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3254	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3255	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		7 November 2018
3256	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 September 2018
3257	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		3 September 2018
3258	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3259	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3260	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3261	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3262	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3263	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 November 2018
3264	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3265	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3266	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 October 2018
3267	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3268	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3269	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3270	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3271	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		26 September 2018
3272	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3273	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 December 2018
3274	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3275	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3276	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3277	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 September 2018
3278	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3279	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		17 September 2018
3280	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3281	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3282	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3283	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3284	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3285	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3286	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		31 December 2018
3287	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		8 November 2018
3288	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3289	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		12 July 2018
3290	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 December 2018
3291	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 December 2018
3292	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 September 2018
3293	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 January 2019
3294	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3295	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3296	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3297	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 January 2019
3298	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 January 2019
3299	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 December 2018
3300	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		23 December 2018
3301	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3302	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		5 October 2018
3303	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3304	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3305	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 October 2018
3306	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		24 September 2018
3307	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		14 October 2018
3308	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		19 January 2019
3309	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		4 October 2018
3310	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3311	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		8 November 2018
3312	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		28 October 2018
3313	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		22 October 2018
3314	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		18 October 2018
3315	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 November 2018
3316	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3317	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		30 October 2018
3318	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 November 2018
3319	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		2 November 2018
3320	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		20 January 2019
3321	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		9 July 2018
3322	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		16 November 2018
3323	3100-3369	Nova Bus	2018 LFS IV	Arrow Rd	L9-B400R6	Active		1 November 2018
